,question,noUnknowns,unknowns,noEquations,equations,operation,answers
244,Josie is ordering pizzas for the class trip. There are 14 people in Josies class. She wants to buy enough pizzas so that each person could have 1/3 of a pizza. What is the least number of pizzas Josie should order?,1,x,1,x=14/3,Division,4.667
245,What is 24 divided by 8?,1,x,1,x=24/8,Division,3
246,30 is what percent of 150?,1,t,1,30=t*150,Multiplication,0.2
247,"The area of a rectangle is 2cm squared, If the length of the rectangleis 8cm, what is the width of the rectange?",1,t,1,8*t=2,Multiplication,0.25
248,At a rate if 7% what is the sales tax on a car priced at 9500?,1,t,1,t=9500*0.07,Multiplication,665
249,What is 14% of $25.99? (Rounded to the nearest cent)?,1,t,1,t=25.99*0.14,Multiplication,3.6386
250,I have a car that gives 16 mpg. Let x be the number of miles driven on 50 gallons of gas. I need to show both the set up of the proportion and the steps to solve. Including the units with my answer.,1,x,1,x/50=16,Division,800
251,what is 0.8 divided by 4?,1,x,1,x=0.8/4,Division,0.2
252,"If I have $200,000 to spend, but I have allocated 8.55% of that in one month, how much is that 8.55%.",1,t,1,t=200000*0.0855,Multiplication,17100
253,35% of what number is 500?,1,t,1,t*0.35=500,Multiplication,1428.57
254,Glenda has a $40 gift card to a cafe that sells her favourite tuna sandwich for $3.75 after tax. What are the possible numbers of tuna sandwiches can she buy with her gift card?,1,x,1,x=40/3.75,Division,10.667
255,the length and breadth of a lawn is 20m and 4.8m. what is the ratio of length to breadth?,1,x,1,x=20/4.8,Division,4.167
256,"Layla has to read 48 pages for her history class before the end of the week. So far, she has read 15 pages. What fraction has she read?",1,t,1,t=15/48,Division,0.3125
257,6 divided by 1824?,1,x,1,x=6/1824,Division,0.003
258,82 divided by 4?,1,x,1,x=82/4,Division,20.5
259,"Recently, the exchange rate for U.S dollars to Indian rupees was $1 = 43.43 rupees. How many dollars would you get for 860 rupees?",1,x,1,x=860/43.43,Division,19.802
260,what is the probability that the number 4 will land face up in a cube with six sides.,1,x,1,x=1/6,Division,0.167
261,There are 94 people who volunteer to clean the park. They will form into groups of 4. How many groups of 4 can they make?,1,x,1,x=94/4,Division,23.5
262,"How many miles are equal to 32,000 ft?",1,x,1,x=32000/5280,Division,6.061
263,"Tia wants to plant a garden that will attract butterflies. She decides to plant parsley, dill, and fennel to attract swallowtail butterflies; scarlet milkweed to attract monarch butterflies; and thistles for Painted Lady butterflies. If Tia's garden is 30 feet long, how many feet should it be in width so that the area is 600 square feet?",1,t,1,30*t=600,Multiplication,20
264,What is 15 over 100 reduced? then converted to a percent.,1,x,1,x=15/100,Division,0.15
265,"how many millilitres are in 1,211 litres?",1,x,1,x=1211*1000,Multiplication,1211000
266,The weekly milk order for the Tranquility Inn includes 40 gallons of low-fat milk and 15 gallons of chocolate milk. What is the ratio of the number of low-fat gallons to chocolate gallons in the Tranquility Inns weekly milk order?,1,x,1,x=40/15,Division,2.666666667
267,"if i make 600 hundred dollars a month, how much would i make in 11 months",1,x,1,x=600*11,Multiplication,6600
268,"Fred just received a 6% raise. She made $52,000 before she got the raise. How much MORE will she be making yearly?",1,x,1,x=52000*0.06,Multiplication,3120
269,"how would i solve this type of problem 7 2/5% of x is equal to74, solving for (x)?",1,x,1,0.074*x=74,Multiplication,1000
270,what is 20 percent off of 59.99?,1,x,1,x=59.99*0.2,Multiplication,11.998
271,"it is based on theoretical probability and it says jar contains 50 marbles that are the same size. there are 15 blue, 8 yellow, and 27 red marbles. and then question says p(blue).",1,x,1,x=15/50,Division,0.3
272,what is 2 plus 2?,1,x,1,x=2+2,Addition,4
273,24.5 is 35% of what number?,1,t,1,24.5=0.35*t,Multiplication,70
274,"In a Gallup poll of 1,038 adults, 540 said that second-hand smoke is very harmful. What is the percentage of adults who said second-hand smoke is very harmful?",1,t,1,t=540/1038,Division,0.52
275,"A bag of chocolate covered candy, contains 23% green, 37% red, 22% blue, and 18% yellow candies. Marcus put 350 candies in a bowl. Find the total number of blue candies.",1,x,1,x=350*0.22,Multiplication,77
276,Calculate 33 1/3% of 60?,1,t,1,t=60*0.333,Multiplication,19.98
277,"a mountain climber ascends a mountain to its peak. the peak is 12,740 ft above sea level. the climber then descends 200 ft to meet a fellow climber. find the climber's elevation above sea level after meeting the other climber",1,x,1,x+200=12740,Addition,12540
278,"An object has a mass of 57.6 g. Find the object's density, given that its volume is 40.25 cm^3.",1,d,1,d=57.6/40.25,Division,1.431
279,"How many different two-digit numbers can you form using the digits 1 , 2, 8, 4 and 6 without repititon?",1,n,1,n=5*4,Multiplication,20
280,Uncle Smith bought a shirt at 45% off. He saved $11.70. What was the sale price of the shirt?,1,m,1,m*0.45=11.7,Multiplication,26
281,"If a class collects $155 toward a fundraising goal of $775, what fraction represents the class's progress toward its goal?",1,f,1,f=155/775,Division,0.2
282,8 * 6 4/5=?,1,x,1,8*6.8=x,Multiplication,54.4
283,If Lana sells a stereo for $735.00 and makes $27 commission. What percentage commission does Lana get paid?,1,m,1,m=27/735,Division,0.0367
284,Solve X + 25 = 36,1,x,1,x+25=36,Addition,11
285,Water moves past a 10cm board in 1.3 seconds. How far the water will travel in a second.,1,t,1,t=10/1.3,Division,7.692
286,A craftsman makes miniature replicas of Victorian furniture. The scale model of a table that he made is 3 inches long. The full-size table is 36 inches long. What is the models scale?,1,s,1,s=3/36,Division,0.083333333
287,What percent of 250 is 128?,1,x,1,250*x=128,Multiplication,0.512
288,"Chris is saving money for a ski trip. He has $62.50, but his goal is to save at least $100. What is the least amount Chris needs to save to reach his goal?",1,m,1,m=100-62.5,Subtraction,37.5
289,"in 26 days the 5th grade planted 234 saplings. if they planted an equal amount each day, how many trees did they plant each day?",1,m,1,m=234/26,Division,9
290,It takes two feet of ribbon to make a large bow. Jeannette has 250 feet of ribbon. How many bows can she make??,1,n,1,n=250/2,Division,125
291,Suppose 75% of 6-year-olds weigh under 46 lb. How many 6-yearolds would you expect to weigh under 46 lb in a class of 32 age-six first-graders?,1,m,1,m=0.75*32,Multiplication,24
292,the football team gained 23 yards on 1st down and were penalized 5 yards on 2nd down. What was the net result?,1,m,1,m=23-5,Subtraction,18
293,0.9% of 116,1,x,1,x=0.009*116,Multiplication,1.004
294,suppose you and a friend are working for a nursery planting trees. Together you can plant 8 trees per hour. What is the greatest number of hours you and your friend would need to plant at most 40 trees?,1,x,1,x=40/8,Division,5
295,What is 25% of 200?,1,m,1,m=0.25*200,Multiplication,50
296,Jan has 5 notebooks and 3 pens. How many different combinations of notebooks and pens could Jan possibly use in school one day?,1,n,1,n=5*3,Multiplication,15
297,2.25 Divided by 3.,1,m,1,m=2.25/3,Division,0.75
298,3 divided by 4.155,1,x,1,x=3/4.155,Division,0.722021661
299,288+N=106,1,n,1,288+n=106,Addition,-182
300,what's the grade of the slope? The road is 24 ft. the hill is 3 ft.,1,m,1,m=3/24,Division,0.125
301,"a salesperson's quota was set at $7500 for 1 month. last month this salesperson sold 10,000$. what % of the quota did the salesperson sell?",1,p,1,p=10000/7500,Division,1.33333
302,Arif and Keisha go to a restaurant for dinner. Their meal total $13.75 The Sales Tax is 5%. How much tax is added?,1,m,1,m=13.75*0.05,Multiplication,0.688
303,"Of the sixth-grade students surveyed, 12% bring their lunches to school. Suppose 24 sixth-graders do this. How many sixth-graders are at the school?",1,m,1,0.12*m=24,Multiplication,200
304,45 is what percent of 66?,1,m,1,66*m=45,Multiplication,0.682
305,the silvercreek ski resort has four ski lifts up the mountain and eleven trails down the mountain. how many different ways can a skier go up and down the mountain?,1,n,1,n=4*11,Multiplication,44
306,the ceiling was covered with square tiles. There were 30 rows of tiles with 30 tiles in each row. How many tiles covered the ceiling?,1,m,1,m=30*30,Multiplication,900
307,what is 60% of 125?,1,m,1,m=0.6*125,Multiplication,75
308,A Heron can travel an average of 400 km in 10 h. What is the rate of change of distance?,1,m,1,m=400/10,Division,40
309,"If the diameter is 21, then what is the circumference?",1,m,1,m=3.14*21,Multiplication,65.973
310,"5,682 divided by 900,854,023",1,x,1,x=5682/900854023,Division,6.31E-06
311,there are 26 7th grade boys and 34 7th grade girls. there are also 30 8th grade boys and 22 8th grade girls. write in simplest form what the ratio is for 7th grade boys and 8th grade boys.,1,r,1,r=26/30,Division,0.866666667
312,"Events A and B are mutually exclusive. Also, P(A) = 0.54 and P(B) = 0.09. What is P(A or B)?",1,m,1,m=0.54+0.09,Addition,0.63
313,"Bryce and Rachel are collecting food for the local food bank. Bryce's goal is to collect 32 items. Rachel's goal is to collect 24 items. if rachel and bryce each meet their goal, what fraction of Bryce's goal does rachel collect?",1,m,1,m=24/32,Division,0.75
314,convert 2.54 cm to meters,1,x,1,x=2.54/100,Division,0.0254
315,"I ordered 19 items from a company, they only sent me 7 items. So what percentage of the order was sent.",1,x,1,x=7/19,Division,0.368
316,what is the number of months in 7 years?,1,n,1,n=12*7,Multiplication,84
317,Estimate the total weight of 2 boxes that weigh 9.4 lb and 62.6 lb using rounding and compatible numbers. Which estimate is closer to the actually weight?,1,m,1,m=9.4+62.6,Addition,72
318,what is 30/80 simplified?,1,f,1,f=30/80,Division,0.375
319,m = ____ cm,1,m,1,m=1/10,Division,0.1
320,3 is 60% of what?,1,m,1,m*0.6=3,Multiplication,5
321,"A carjack requires a force of 110 pounds to lift a 2,500 pound car. in simplest form, what is the ratio of the car's weight to the force required to lift the car?",1,r,1,r=2500/110,Division,22.72727273
322,A televised debate is being taped using two independent sound systems. The first has a 0.03 probability of failure during taping; the second has a 0.05 probability of failure. What is the probability that both will fail during taping?,1,p,1,p=0.03*0.05,Multiplication,0.0015
323,"The scale factor between figure A and figure B is 0.25. If one side length of figure B is fifty-six yards, what is the corresponding side length of figure A?",1,m,1,m=56*0.25,Multiplication,14
324,"If m varies directly as y and m is 6 when y is 36, find the constant of variation.",1,x,1,6=36*x,Multiplication,0.166666667
325,one year the postage rates for sending one ounce of mail first class was increased from 25 cents to 29 cents. The percent of increase in the 29 cent postage was most nearly to? A. 14 percent B. 16 percent C. 18 percent D . 20 percent,1,x,1,x=4/25,Division,0.16
326,a spinner has regions 1 through 15 what's the probability the spinne will stop on an even # or a multiple of 3,1,x,1,x=10/15,Division,0.666666667
327,"how do you find the surface area of a triangular prism? Triangle Base 6cm, triangle height 5.2cm, prism height 16cm.",1,s,1,s=33+297.12,Addition,330.12
328,"A computer is on sale for $1600, which is a 20% discount off the regular price. What is the regular price? A. $1800 B. $1900 C. $2000 D. $2100 E. $2200",1,x,1,x*0.8=1600,Multiplication,2000
329,would you work out? A 5 litre can of paint covers 28 m2. A person buys 3 cans of paint to cover 70 m2. What percentage of the paint does the person use? Th,1,x,1,x=2.5/3,Division,0.833
330,97.5 is 39% of what number?,1,x,1,x*0.390=97.5,Multiplication,250
331,"57% off of $99.99, the new cost?",1,x,1,x=99.99*0.43,Multiplication,42.996
332,"what is 100,000,000 subtracted from 2?",1,x,1,x=100000000-2,Subtraction,99999998
333,what is 7 1/4 pounds in ounces?,1,x,1,x=7.25*16,Multiplication,116
334,"re are 100 balls in a hat. 6.0 of them are RED, and 94.0 are BLACK. T ee are drawn at random with replacement . culate the expected number of red balls in 3 draws.",1,x,1,x=3*0.06,Multiplication,0.18
335,"you have borrowed $529 from your parents to buy a mountain bike. your parents are not charging you interest, but they want to be repaid as soon as possible. You can afford to repay them $20 per week. How long will it take to repay your parents?",1,t,1,t=529/20,Division,26.45
336,"equal sums of maony were lend at simple intrest at 11% per annum for 3 1/2 years and 4 1/2 years respectively. If the difference in interests for 2 periods was 412.50$, find each sum.",1,x,1,x*0.110=412.5,Multiplication,3750
337,"ruck travels 40 miles from point A to point B in exactly 1 hour. When the truck is halfway between point A and point B, a car starts from point A and travels at 50 miles per hour. How many miles has the car traveled when the truck reaches point B?",1,x,1,x=50/2,Division,25
338,"Suppose that a random variable has standard deviation equal to 7. Each possible value of this random variable is first multiplied by 6, and then 42 is added to it. what is the standard deviation of the distribution of the new variable?",1,x,1,x=7*6,Multiplication,42
339,A cube 4 inches on each side is painted white and cut into 64 smaller cubes with equal volume. How many small cubes are painted white on exactly 2 faces.,1,x,1,x=2*12,Multiplication,24
340,if a cheetah ran 70 mph. how many seconds would it take to reach 400 yards at 70 mph?,1,x,1,x=400/34.222,Division,11.688
341,"In 1999, 189 physical therapists ran in the new york city marathon. This was 1048 fewer than the number of engineers who ran. How many engineers ran in the marathon?",1,x,1,x=189+1048,Addition,1237
342,what is 3% of 44 lbs?,1,x,1,x=44*0.030,Multiplication,1.32
343,find the number whose 50% is 75.,1,x,1,x*0.500=75,Multiplication,150
344,What is 42 divided by 4?,1,x,1,x=42/4,Division,10.5
345,How much is 15% of $250?,1,x,1,x=250*0.150,Multiplication,37.5
346,"What is the r value of the following geometric sequence? 40, 20, 10, 5,.",1,x,1,x=20/40,Division,0.5
347,Two coins are tossed 20 times and the number of tails is observed. Outcome 2 1 0. Frequency 5 12 3. Compute the empirical probability that exactly one tail occurred.,1,p,1,p=12/20,Division,0.6
348,"Diana is taking a tirp that is 224 miles long. She has already driven 59 miles. If she drives at a speed of 55 miles per hour, how many more miles will she need to drive to reach her destination?",1,x,1,x+59=224,Addition,165
349,What is 20% of 120 square feet?,1,x,1,x=0.200*120,Multiplication,24
350,"A survey of 21,400 people found that 1,892 stubbed a toe at least once in 2007. Based on those figures, what are the odds of someone stubbing their toe on any given day? For example, what are the odds of someone stubbing their toe tomorrow?",1,p,1,p=1892/21400,Division,0.088
